title,slug,active_installs,relevance
Custom Adminbar Menus,custom-adminbar-menus,400,0
BlossomThemes Feed For Instagram,blossomthemes-instagram-feed,10000,0
WP Gfycat,wp-gfycat,300,0
Stream Status for Twitch,stream-status-for-twitch,1000,0
Easy AdSense Ads &#8211; Ad Inserter &amp; AdSense Ad Manager,easy-adsense-ads-scripts-manager,6000,0
T-Shirt Designer,tshirt-designer,500,0
Easy Coming Soon,easy-coming-soon,10000,0
Insert Html Snippet,insert-html-snippet,30000,0
Contact Form Multi by BestWebSoft,contact-form-multi,1000,0
CM Ad Changer,cm-ad-changer,700,0
WooCommerce LightBox,woocommerce-lightbox,3000,0
Gallery PhotoBlocks,photoblocks-grid-gallery,4000,0
Uix Shortcodes &#8211; Compatible with Gutenberg,uix-shortcodes,1000,0
Form plugin for WordPress &#8211; Zoho Forms,zoho-forms,5000,0
"Relevant &#8211; Related, Featured, Latest, and Popular Posts by BestWebSoft",relevant,1000,0
Maintenance Mode,maintenance-mode-free,2000,0
SearchIQ &#8211; The Search Solution,searchiq,1000,0
YouTube Playlists with Schema,jma-youtube-playlists-with-schema,100,0
WP fancyBox3,wp-fancybox-3,1000,0
SR Product 360&#176; View,sr-product-360o-view,100,0
Multilanguage by BestWebSoft,multilanguage,10000,0
"Like, Share &amp; Follow Buttons",new-facebook-like-share-follow-button,1000,0
Fluid Video Embeds,fluid-video-embeds,10000,1
Visitors Traffic Real Time Statistics,visitors-traffic-real-time-statistics,40000,0
Contests by Rewards Fuel,contests-from-rewards-fuel,1000,0
WordPress RSS Feed Retriever,wp-rss-retriever,5000,0
Schema,schema,60000,0
WooCommerce Chilexpress Shipping,woo-chilexpress-shipping,600,0
Easy Blocks – Gutenberg Blocks Page Builder,ultimate-blocks-for-gutenberg,1000,0
ConvertPlayer &#8211; Make Your Videos Work Harder,convertplayer-video-lead-capture-player-for-youtube-vimeo,200,1
WP Mautic,wp-mautic,9000,0
WP Content Pilot &#8211; Autoblog &amp; Affiliate Marketing Plugin,wp-content-pilot,800,0
Transcoder,transcoder,2000,0
Social Media Buttons,social-media-button,2000,0
User Activity Tracking and Log,user-activity-tracking-and-log,1000,0
iFlyChat &#8211; WordPress Chat,iflychat,4000,0
YITH WooCommerce Subscription,yith-woocommerce-subscription,5000,0
WP Landing Pages,wp-landing-pages,1000,0
Widgets for SiteOrigin,widgets-for-siteorigin,40000,0
NextScripts: Social Networks Auto-Poster,social-networks-auto-poster-facebook-twitter-g,100000,0
Advanced Floating Content,advanced-floating-content-lite,10000,0
Gallery for Instagram,feed-instagram-lite,1000,0
Split Test For Elementor,split-test-for-elementor,1000,0
Magic Action Box,magic-action-box,10000,0
F2 Tumblr Widget,f2-tumblr-widget,1000,0
Wp photo text slider 50,wp-photo-text-slider-50,500,0
WP SEO Structured Data Schema,wp-seo-structured-data-schema,40000,0
PayPal for Digital Goods,paypal-for-digital-goods,900,0
CM Pop-Up banners for WordPress,cm-pop-up-banners,10000,0
Simplest Gallery Plugin,simplest-gallery,4000,0
Play Pause Button for Video,play-pause-button-for-video,40,1
Contact &#8211; Registration &#8211; Post Form Builder &amp; FrontEnd Editor BuddyForms &#8211; Making WordPress Forms A Breeze,buddyforms,3000,0
BuddyForms Members,buddyforms-members,700,0
GS WooCommerce Products Slider,gs-woocommerce-products-slider,1000,0
Provide Support Live Chat,provide-support-live-chat,500,0
Popup with fancybox,popup-with-fancybox,3000,0
Best Quiz Plugin for WordPress: WP Quiz,wp-quiz,10000,0
Beamer &#8211; newsfeed and push notifications,beamer,600,0
SMTP by BestWebSoft,bws-smtp,3000,0
Custom Login Page Customizer &#8211; Login Designer,login-designer,9000,0
Art WooCommerce Order One Click,art-woocommerce-order-one-click,1000,0
"Poll, Survey, Form &amp; Quiz Maker by OpinionStage",social-polls-by-opinionstage,10000,0
Gallery For Instagram,gallery-for-instagram,1000,0
The Events Calendar Shortcode &amp; Block,the-events-calendar-shortcode,20000,0
Upload File Type Settings Plugin,upload-file-type-settings-plugin,800,0
WooCommerce Product Filter by WooBeWoo,woo-product-filter,1000,0
﻿=== Social Share Icons &amp; Social Share Buttons,ultimate-social-media-plus,60000,0
Ooyala,ooyala-video-browser,100,0
Sketchfab Embed,sketchfab-oembed,1000,0
Genesis Columns Advanced,genesis-columns-advanced,20000,0
GS Testimonial Slider,gs-testimonial,3000,0
Ultimate Addons for Beaver Builder &#8211; Lite,ultimate-addons-for-beaver-builder-lite,20000,0
EU DSGVO Helper,dsgvo,1000,0
Google Plus Badge &#8211; Google Widget,new-google-plus-badge,800,0
BP Auto Group Join,bp-auto-group-join,500,0
Captcha by BestWebSoft,captcha-bws,5000,0
Aparat Videos RSS Reader | GRAD,grad-aparat-rss,50,1
Coming Soon &#8211; Under Construction,coming-soons,400,0
Simple File List,simple-file-list,2000,0
Tockify Events Calendar,tockify-events-calendar,3000,0
Edge Gallery,edge-gallery,80,0
Easy Property Listings,easy-property-listings,6000,0
WP Protect Content,wp-protect-content,1000,0
Flowplayer HTML5 for WordPress,flowplayer5,3000,0
Beaver Builder Header Footer,bb-header-footer,10000,0
WP-Parsi JW Player,wp-parsi-jwplayer,300,0
AJAX Login and Registration modal popup + inline form,ajax-login-and-registration-modal-popup,5000,0
WP Latest Posts,wp-latest-posts,10000,0
Recencio Book Reviews,recencio-book-reviews,500,0
Modus YouTube Channel,modus-youtube-channel,100,0
Automatic Alternative Text,automatic-alternative-text,300,0
WordPress Game List,wpgamelist,100,0
Modal Window &#8211; create popup modal window,modal-window,9000,0
Publish to Schedule,publish-to-schedule,2000,0
Clearfy – WordPress optimization plugin and disable ultimate tweaker,clearfy,70000,0
StopBadBots,stopbadbots,10000,0
Admin Columns,codepress-admin-columns,100000,0
Button Generator &#8211; easily Button Builder,button-generation,600,0
If&gt;So Dynamic Content,if-so,600,0
Grid Plus &#8211; Unlimited grid layout,grid-plus,7000,0
Web Directory Free,web-directory-free,500,0
Testimonials by BestWebSoft,bws-testimonials,400,0
WooCommerce JTL-Connector,woo-jtl-connector,700,0
Calendar by WD &#8211; Responsive Event Calendar,spider-event-calendar,20000,0
SendPress Newsletters,sendpress,8000,0
WooCommerce Addon for WP Courseware,woo-commerce-addon-for-wp-courseware,1000,0
Forget About Shortcode Buttons,forget-about-shortcode-buttons,40000,0
GS Projects,gs-projects,70,0
"Tab &#8211; Accordion, FAQ",tabbed,2000,0
Terms and Conditions Popup for WooCommerce,terms-and-conditions-popup-for-woocommerce,600,0
Smartsupp Live Chat,smartsupp-live-chat,10000,0
Frontend File Manager Plugin,nmedia-user-file-uploader,2000,0
Video Thumbnails,video-thumbnails,80000,1
TF Random Numbers,tf-numbers-number-counter-animaton,6000,0
Page Builder: KingComposer &#8211; Free Drag and Drop page builder by King-Theme,kingcomposer,90000,0
Search &amp; Filter,search-filter,30000,0
wp-pano,wp-pano,700,0
WPD Beaver Builder Additions,wpd-bb-additions,3000,0
Grid,grid,500,0
WPLMS BadgeOS,wplms-badgeos,3000,0
Bold Page Builder,bold-page-builder,20000,0
WP Accessibility Helper (WAH),wp-accessibility-helper,10000,0
Post SMTP Mailer/Email Log,post-smtp,100000,0
Custom Facebook Feed,custom-facebook-feed,200000,0
WooCommerce Product Table by WooBeWoo,woo-product-tables,700,0
Custom Admin Page by BestWebSoft,custom-admin-page,900,0
Disqus Comment System,disqus-comment-system,100000,0
Battle Suit for Divi,ds-suit,1000,0
Launcher: Coming Soon &amp; Maintenance Mode,launcher,7000,0
Appointment Booking and Online Scheduling by vCita,meeting-scheduler-by-vcita,9000,0
EchBay Search Everything,echbay-search-everything,100,0
Portfolio by BestWebSoft,portfolio,3000,0
GS Youtube Gallery,gs-youtube-gallery,50,0
Error Log Viewer by BestWebSoft,error-log-viewer,1000,0
Live Chat with Facebook Messenger,fb-messenger-live-chat,30000,0
Custom Post Types and Custom Fields creator &#8211; WCK,wck-custom-fields-and-custom-post-types-creator,20000,0
Ezcape Video Flash Chat,tc-ezcape-chat,0,1
WP Ultimate Post Grid,wp-ultimate-post-grid,3000,0
Gantry 4 Framework,gantry,10000,0
Hola Free Video Player,hola-free-video-player,100,1
WriteShare Writing Community Platform,writeshare,300,0
ATUM Inventory Management for WooCommerce,atum-stock-manager-for-woocommerce,7000,0
Themedy Toolbox,themedy-toolbox,1000,0
Status and Order Tracking,order-tracking,6000,0
WordPress Bitcoin Payments &#8211; Blockonomics,blockonomics-bitcoin-payments,1000,0
WooCommerce Product Slider,tc-woocommerce-product-slider,1000,0
AntiHacker,antihacker,1000,0
Image Hover Effects &#8211; WordPress Plugin,image-hover-effects,5000,0
DSGVO Youtube,dsgvo-youtube,200,0
Sidebar Widgets by CodeLights,codelights-shortcodes-and-widgets,90000,0
Easy Lazy Loader,easy-lazy-loader,600,0
WP News and Scrolling Widgets,sp-news-and-widget,20000,0
Woo Tuner,woo-tuner,200,0
Google Maps by BestWebSoft,bws-google-maps,700,0
PayPal Buy Now Button,wp-ecommerce-paypal,20000,0
Freesoul Deactivate Plugins,freesoul-deactivate-plugins,400,0
Able Player for WordPress,wp-able-player,60,0
SKT Page Builder,skt-builder,1000,0
Install FitVids &#8211; Embed fluid width Videos,install-fitvids-embed-fluid-width-videos,100,1
Website Toolbox Forum,website-toolbox-forums,500,0
Media Library Organizer,media-library-organizer,1000,0
Divi Supreme Modules,supreme-modules-for-divi,10000,0
Smart Cookie Kit,smart-cookie-kit,4000,0
Jazz Popups,jazz-popups,1000,0
Multi Currency for WooCommerce &#8211; The best free currency exchange plugin &#8211; Run smoothly on WooCommerce 3.x,woo-multi-currency,10000,0
"Custom Login Page Customizer | admin login, client login and forgot password forms/pages",arrow-login-page,200,0
Pagination Styler for WooCommerce,pagination-styler-for-woocommerce,500,0
Code Embed,simple-embed-code,20000,0
Sliced Invoices &#8211; WordPress Invoice Plugin,sliced-invoices,5000,0
MyBookTable Bookstore by Author Media,mybooktable,4000,0
Jackmail Newsletters,jackmail-newsletters,2000,0
WP Easy Paypal Payment Accept,wordpress-easy-paypal-payment-or-donation-accept-plugin,20000,0
Woo 3D Viewer,woo-3d-viewer,200,0
i-Divi Post Settings,i-divi-post-settings,800,0
Arrow Gallery &#8211; Instagram Gallery for WordPress,ap-instagram-gallery,100,0
Accordion,accordions-wp,2000,0
Gallery Lightbox,gallery-lightbox-slider,10000,0
WPB Advanced FAQ,wpb-advanced-faq,800,0
Replain,replain,1000,0
WP Rocket Footer JS,rocket-footer-js,1000,0
"Video SEO, Youtube SEO Sitemap",xml-sitemap-generator-for-videos,100,1
Twenty20 Image Before-After,twenty20,10000,0
"Coming Soon, Under Construction &amp; Maintenance Mode By Dazzler",coming-soon-wp,10000,0
Cart Notices for WooCommerce,cart-notices-for-woocommerce,800,0
WooBuilder,woobuilder,1000,0
Gosign &#8211; Background Container Block,gosign-background-container,100,0
Ghost Kit &#8211; Gutenberg Blocks and Templates Collection,ghostkit,1000,0
Responsive Videos by Angie Makes,wc-responsive-video,3000,1
CBX Poll,cbxpoll,100,0
Accordion Slider,accordion-slider-lite,1000,0
WP-eCommerce shop to Facebook,wpec-facebook-shop,600,0
"Easy Popup &#8211; Welcome Popup, Email Popup, Exit Popup",easy-popup,200,0
WP-AppKit &#8211; Mobile apps and PWA for WordPress,wp-appkit,1000,0
Mytory Markdown,mytory-markdown,300,0
Seamless Donations,seamless-donations,10000,0
Grid/List View for WooCommerce,gridlist-view-for-woocommerce,3000,0
Charitable &#8211; Donation Plugin,charitable,10000,0
Smart Variation Swatches for WooCommerce,variation-swatches-style,5000,0
Slider Ultimate,ultimate-slider,3000,0
iPages Flipbook For WordPress,ipages-flipbook,1000,0
WP YouTube Live,wp-youtube-live,2000,0
WPSSO Schema JSON-LD Markup for Google Rich Results SEO and Pinterest Rich Pins,wpsso-schema-json-ld,3000,0
Sender by BestWebSoft,sender,400,0
Show your social media posts: easy &amp; beautiful!,twine-social,2000,0
WooCommerce Vendors and Customers Conversation,admin-and-client-message-after-order-for-woocommerce,400,0
WHMCS Bridge,whmcs-bridge,10000,0
Testimonial WordPress Plugin &#8211; AP Custom Testimonial,ap-custom-testimonial,6000,0
Easy Custom Sidebars,easy-custom-sidebars,30000,0
Logo Slider Carousel,tc-logo-slider,3000,0
Selz WordPress Ecommerce,selz-ecommerce,900,0
Falling things,falling-things,100,0
Google Shortlink by BestWebSoft,google-shortlink,400,0
Rolo Slider,rolo-slider,1000,0
Embedly,embedly,8000,0
WPGlobus &#8211; Multilingual Everything!,wpglobus,20000,0
WP Header Images,wp-header-images,7000,0
My WP Backup,my-wp-backup,2000,0
Duplicate WordPress Elements,duplicate-elements,100,0
WooCommerce Discounts Plus,woocommerce-discounts-plus,700,0
Brizy &#8211; Page Builder,brizy,50000,0
Ultimate Multi Design Video Carousel,ultimate-multi-design-video-carousel,100,1
Youtube SpeedLoad,youtube-speedload,1000,0
Tour Operator Videos,tour-operator-videos,0,1
Comment Link Remove and Comment Tools,comment-link-remove,4000,0
WooCommerce &#8211; Embed Videos To Product Image Gallery,woocommerce-embed-videos-to-product-image-gallery,1000,1
Themify Builder Lite,themify-builder-lite,1000,0
Videos on Admin Dashboard,videos-on-admin-dashboard,0,1
Coming Soon Pages for WordPress &#8211; Coming Soon Booster,wp-coming-soon-booster,1000,0
Team Circle Image Slider With Lightbox,circle-image-slider-with-lightbox,1000,0
SP Project &amp; Document Manager,sp-client-document-manager,3000,0
Carousel CK,carousel-ck,300,0
Gallery for Ultimate Member,gallery-for-ultimate-member,300,0
Profile Extra Fields by BestWebSoft,profile-extra-fields,1000,0
WPB Accordion Menu or Category,wpb-accordion-menu-or-category,4000,0
Nice page transition,nice-page-transition,90,0
Min and Max Purchase for WooCommerce,min-and-max-purchase-for-woocommerce,1000,0
VINUBIS Video Editor,vinubis-video-editor,100,1
Floating News Headline &#8211; Scrolling Text,floating-news-headline,100,0
WP Youtube Gallery,wp-youtube-gallery,800,0
HTTP / HTTPS Remover: SSL Mixed Content Fix,http-https-remover,20000,0
Microthemer Lite,microthemer,10000,0
SatoshiPay,satoshipay,100,0
Yada Wiki,yada-wiki,1000,0
Custom Twitter Feeds,custom-twitter-feeds,60000,0
Convertful &#8211; Your Ultimate On-Site Conversion Tool,convertful,1000,0
PayPal Events,easy-paypal-events-tickets,2000,0
Donate by BestWebSoft,donate-button,500,0
Beautiful Stat Counter Plugin for WordPress &#8211; Everest Counter Lite,everest-counter-lite,1000,0
Prevent Direct Access,prevent-direct-access,900,0
Protect WordPress Videos,protect-wp-videos,60,1
smart User Slug Hider,smart-user-slug-hider,1000,0
Google +1 by BestWebSoft,google-one,400,0
CM Download Manager,cm-download-manager,900,0
Ultimate Hover Effects,ultimate-hover-effects,1000,0
Slidely Slideshows Embed,slidely-slideshows-embed,1000,0
Fluid Player,fluid-player,400,0
Product Watermark for WooCommerce,product-watermark-for-woocommerce,1000,0
Ebook Store,ebook-store,1000,0
Sales Report for WooCommerce,sales-report-for-woocommerce,500,0
HREFLANG Tags Lite,hreflang-tags-by-dcgws,7000,0
CM Map Locations,cm-map-locations,300,0
Membership by Supsystic,membership-by-supsystic,1000,0
Snowball,snowball,500,0
MB Custom Post Type,mb-custom-post-type,3000,0
"Picture Gallery &#8211; Frontend Image Uploads, AJAX Photo List",picture-gallery,200,0
WPNewsman Lite,wpnewsman-newsletters,1000,0
Testimonial,tc-testimonial,1000,0
Resume / CV,resume-cv,600,0
LSX Videos,lsx-videos,0,1
Team Members,tc-team-members,3000,0
File Manager,file-manager,50000,0
Nonprofit Board Management,nonprofit-board-management,400,0
Cherry Projects,cherry-projects,30000,0
mb.miniAudioPlayer &#8211; an HTML5 audio player for your mp3 files,wp-miniaudioplayer,10000,0
Contextly Recommends,contextly-related-links,500,0
Email download link,email-download-link,3000,0
Page Builder by AZEXO,page-builder-by-azexo,600,0
Flexible Woocommerce Checkout Field Editor,flexible-woocommerce-checkout-field-editor,4000,0
Pricing Table Builder &#8211; AP Pricing Tables Lite,ap-pricing-tables-lite,400,0
Floating Video,floating-video,40,1
Frontend Post WordPress Plugin &#8211; AccessPress Anonymous Post,accesspress-anonymous-post,8000,0
Responsive Slider &#8211; Sangar Slider,sangar-slider-lite,1000,0
BuddyPress Members Only,buddypress-members-only,2000,0
Product Import Export for WooCommerce,product-import-export-for-woo,40000,0
Chat Bro Live Group Chat,chatbro,1000,0
Buildr Features,buildr-features,2000,0
dmarcian,dmarcian,100,0
ACF Flexible Layouts Manager,acf-flexible-layouts-manager,600,0
Vidsy.tv Video Gallery and Video CMS,vidsy,200,1
Social LikeBox &amp; Feed,facebook-by-weblizar,40000,0
shipcloud for WooCommerce,shipcloud-for-woocommerce,400,0
WP Speed of Light,wp-speed-of-light,10000,0
WP AMP Ninja,wp-amp-ninja,8000,0
REVE Chat &#8211; WP Live Chat Support plugin,revechat,1000,0
Video Popup Block,video-popup-block,0,1
GS Portfolio &#8211; Envato,gs-envato-portfolio,1000,0
WooCommerce Shipping Label,shipping-labels-for-woo,2000,0
Landing Page Cat &#8211; WordPress Landing Page Plugin,landing-page-cat,3000,0
Owl Carousel WP,owl-carousel-wp,3000,0
Getty Images,getty-images,2000,0
Automatic YouTube Gallery,automatic-youtube-gallery,100,0
Donations Made Easy &#8211; Smart Donations,smart-donations,3000,0
Lightbox Ultimate,ultimate-lightbox,900,0
WordPress Photo Gallery Plugin by Gallery Bank,gallery-bank,10000,0
"WooCommerce PDF Invoices, Packing Slips, Delivery Notes &amp; Shipping Labels",print-invoices-packing-slip-labels-for-woocommerce,6000,0
WP Page Builder,wp-pagebuilder,5000,0
AweBooking &#8211; Hotel Booking System,awebooking,6000,0
Lazy Responsive Video Embed with Google Analytics and Piwik Tracking,marctv-jquery-video-embed,100,1
WP Awesome FAQ Plugin,wp-awesome-faq,5000,0
Wp Edit Password Protected,wp-edit-password-protected,500,0
Woo Sensei Shortcodes,woo-sensei-shortcodes,200,0
Pricing Table &#8211; Drag &amp; Drop,price-table,1000,0
Youtube with fancy zoom,youtube-with-fancy-zoom,400,0
MasterStudy LMS – Free Learning Management System WordPress Plugin for Online Courses,masterstudy-lms-learning-management-system,2000,0
You Video Gallery,you-video-gallery,20,1
Easy Google Fonts,easy-google-fonts,300000,0
"Spreebie Transcoder – Resize, Compress and Store Video",spreebie-transcoder,0,1
Gutenslider &#8211; The last slider block you will ever need.,gutenslider,30,0
Animated Live Wall &#8211; Instagram &amp; Flickr Feed &#8211; Gallery,animated-live-wall,700,0
Import XML and RSS Feeds,import-xml-feed,3000,0
WP Review,wp-review,70000,0
Consolto VideoChat,consolto-videochat,80,1
Cart66 Cloud :: WordPress Ecommerce The Easy Way,cart66-cloud,600,0
Woocommerce Open Close,woc-open-close,1000,0
GS Behance Portfolio,gs-behance-portfolio,400,0
WP Featherlight &#8211; A Simple jQuery Lightbox,wp-featherlight,60000,0
GS Portfolio,gs-portfolio,300,0
Click to top,click-to-top,600,0
Landingi Landing Pages,landingi-landing-pages,1000,0
Qubely Blocks &#8211; Full-fledged Gutenberg Toolkit,qubely,400,0
Simple Sidebar Navigation,simple-sidebar-navigation,1000,0
GIGA Slider,giga-slider,1000,0
wp-Monalisa,wp-monalisa,1000,0
BP Portfolio,bp-portfolio,300,0
Easy Accordion &#8211; Best Accordion FAQ Plugin for WordPress,easy-accordion-free,4000,0
CM Maps Routes Manager,cm-route-manager,400,0
YT Player,yt-player,20,0
Sample Data,sample-data,200,0
Just Custom Fields,just-custom-fields,3000,0
Sell Media File with Stripe,sell-media-file,100,0
Responsive Youtube &amp; Vimeo Video Lightbox,responsive-youtube-vimeo-video-lightbox,1000,1
